ᠠᠭᠤᠷᠯᠠᠬᠤ ; ᠪᠢ ᠮᠠᠰᠢ ᠶᠡᠬᠡ ᠬᠢᠯᠢᠩᠨᠡᠪᠡ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠳᠡᠭᠡᠷ ᠬᠥᠮᠦᠰ ᠲᠠᠷᠢᠶᠠᠴᠢᠨ ᠤ᠋ ᠴᠠᠯᠢᠩ ᠢ᠋ ᠤᠳᠠᠭᠠᠰᠢᠷᠠᠭᠤᠯᠤᠨ ᠥᠷᠢᠲᠦᠭᠦᠯᠵᠦ ᠠᠭᠤᠷᠯᠠᠨ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠵᠠᠷᠢᠮ ᠦᠶ᠎ᠡ ᠳ᠋ᠦ᠍ ᠪᠠᠰᠠ ᠥᠪᠡᠷ ᠢ᠋ ᠪᠡᠨ ᠥᠭᠡᠳᠡ ᠦᠭᠡᠢ ᠭᠡᠵᠦ ᠠᠭᠤᠷᠯᠠᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠪᠢ ᠠᠩᠬ᠎ᠠ ᠤᠳᠠᠭ᠎ᠠ ᠲᠡᠭᠦᠨ ᠳ᠋ᠦ᠍ ᠠᠭᠤᠷᠯᠠᠵᠤ ᠪᠠᠰᠠ ᠲᠡᠭᠦᠨ ᠢ᠋ ᠴᠣᠬᠢᠪᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠠᠮᠧᠷᠢᠺᠠ ᠶ᠋ᠢᠨ ᠵᠠᠰᠠᠭ ᠤ᠋ᠨ ᠣᠷᠳᠣᠨ ᠦᠨᠡᠬᠡᠷ ᠶᠣᠰᠣ ᠪᠤᠰᠤ ᠪᠠᠷ ᠠᠭᠠᠰᠢᠯᠠᠭᠰᠠᠨ ᠨᠢ ᠬᠥᠮᠦᠨ ᠢ᠋ ᠠᠭᠤᠷᠯᠠᠭᠤᠯᠤᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠨᠢᠭᠡ ᠡᠳᠦᠷ ᠦ᠋ᠨ ᠲᠤᠷᠰᠢ ᠨᠠᠳᠠ ᠶ᠋ᠢ ᠳᠠᠷᠤᠯᠠᠬᠤ ᠶ᠋ᠢ ᠮᠡᠳᠡᠨ᠎ᠡ ᠂ ᠪᠢ ᠦᠨᠡᠨ ᠠᠭᠤᠷ ᠢ᠋ᠶ᠋ᠠᠨ ᠲᠡᠰᠪᠦᠷᠢᠯᠡᠵᠦ ᠭᠦᠢᠴᠡᠵᠡᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠴᠡᠴᠡᠷᠯᠢᠭ ᠲᠦ᠍ ᠨᠢᠭᠡ ᠡᠳᠦᠷ ᠰᠠᠭᠤᠭᠠᠳ ᠲᠠᠷᠢᠬᠢ ᠲᠣᠯᠣᠭᠠᠢ ᠳᠡᠯᠪᠡᠷᠡᠯ᠎ᠡ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠶᠡᠬᠡ ᠬᠠᠭᠠᠰ ᠰᠥᠨᠢ ᠪᠠᠰᠠ ᠤᠨᠲᠠᠬᠤ ᠦᠭᠡᠢ ᠪᠣᠯ ᠦᠬᠦᠴᠢᠬᠡᠵᠡᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠱᠠᠯᠢᠭ ᠬᠥᠮᠦᠨ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠲᠡᠷᠡ ᠨᠠᠮ ᠵᠢᠮ ᠲᠡᠨᠳᠡ ᠵᠣᠭᠰᠣᠭᠠᠳ ᠠᠭᠤᠷᠯᠠᠨ ᠶᠠᠷᠢᠬᠤ ᠦᠭᠡ ᠦᠭᠡᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠢᠮᠦᠷᠬᠦ ᠦᠢᠯᠡ ᠠᠵᠢᠯᠯᠠᠭ᠎ᠠ ᠳ᠋ᠤ᠌ ᠪᠢ ᠦᠨᠡᠬᠡᠷ ᠠᠭᠤᠷᠯᠠᠬᠤ ᠶ᠋ᠢᠨ ᠠᠷᠭ᠎ᠠ ᠦᠭᠡᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠲᠡᠷᠡ ᠶᠡᠬᠡ ᠪᠡᠷ ᠬᠠᠷᠢᠶᠠᠭᠠᠳ ᠡᠴᠦᠰ ᠲᠡᠭᠡᠨ ᠰᠡᠳᠬᠢᠯ ᠦ᠋ᠨ ᠠᠭᠤᠷ ᠢ᠋ᠶ᠋ᠠᠨ ᠭᠠᠷᠭᠠᠪᠠ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠶᠠᠭᠤᠨ ᠳ᠋ᠤ᠌ ᠨᠢᠰᠬᠦ ᠬᠣᠷᠢᠭᠠᠲᠠᠢ ᠣᠷᠣᠨ ᠳ᠋ᠤ᠌ ᠪᠠᠰᠠ ᠬᠢᠯᠢᠩ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠳᠤᠷ᠎ᠠ ᠪᠠᠷ ᠢ᠋ᠶ᠋ᠠᠨ ᠬᠥᠮᠦᠨ ᠠᠯᠠᠭᠰᠠᠨ ᠭᠠᠭᠴᠠᠭᠠᠷ ᠡᠵᠡᠷᠬᠡᠭᠴᠢ ᠶ᠋ᠢ ᠬᠠᠷᠢᠶᠠᠪᠠᠯ ᠶᠠᠯᠠᠯᠠᠨ ᠰᠢᠳᠬᠡᠭᠳᠡᠨ᠎ᠡ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠬᠠᠵᠠᠭᠤ ᠶ᠋ᠢᠨ ᠥᠷᠥᠭᠡ ᠶ᠋ᠢᠨ ᠬᠤᠪᠴᠠᠰᠤ ᠬᠤᠨᠠᠷ ᠢ᠋ᠶ᠋ᠠᠨ ᠰᠥᠨᠢ ᠳᠦᠯᠢ ᠪᠡᠷ ᠤᠬᠢᠶᠠᠵᠤ ᠪᠣᠯᠤᠨ᠎ᠠ ᠤᠤ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠪᠤᠰᠤᠳ ᠥᠷᠥᠭᠡᠨ ᠦ᠌ ᠬᠢ ᠨᠢ ᠡᠭᠦᠳᠡ ᠪᠡᠨ ᠬᠠᠭᠠᠵᠤ ᠤᠨᠲᠠᠵᠤ ᠪᠣᠯᠤᠨ᠎ᠠ ᠤᠤ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠪᠤᠰᠤᠳ ᠤ᠋ᠨ ᠠᠮᠠᠷᠠᠬᠤ ᠶ᠋ᠢ ᠨᠥᠯᠥᠭᠡᠯᠡᠴᠢᠬᠡᠯ᠎ᠡ ᠭᠣᠣᠯᠴᠢ ᠶᠣᠰᠣ ᠭᠡᠵᠦ ᠦᠦ ᠦᠭᠡᠢ ᠦᠦ ︖ ᠭᠠᠯᠵᠠᠭᠤᠷᠠᠭᠰᠠᠨ ᠢ ᠪᠠᠷᠢᠬᠤ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠮᠢᠨᠦ ᠠᠪᠤᠭᠰᠠᠨ ᠶᠠᠭᠤᠮ᠎ᠠ ᠨᠡᠯᠢᠶᠡᠳ ᠤᠷᠲᠤ ᠬᠤᠭᠤᠴᠠᠭ᠎ᠠ ᠪᠠᠷᠠᠭ᠎ᠠ ᠶᠠᠪᠤᠭᠤᠯᠤᠭᠰᠠᠨ ᠦᠭᠡᠢ ᠡᠨᠡ ᠰᠠᠶᠢ ᠣᠯᠵᠤ ᠠᠪᠤᠭᠰᠠᠨ ᠶᠤᠮ ᠤᠤ ᠡᠰᠡᠬᠦᠯ᠎ᠡ ᠵᠡᠮᠳᠡᠭ ᠪᠠᠷᠠᠭ᠎ᠠ ᠬᠡᠲᠦᠷᠬᠡᠢ ᠠᠭᠤᠷᠯᠠᠵᠤ ᠪᠠᠢᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠢᠮᠦ ᠠᠨᠠᠢ ᠶᠠᠭᠤᠮ᠎ᠠ ᠶ᠋ᠢ ᠳᠠᠬᠢᠵᠤ ᠪᠢᠲᠡᠭᠡᠢ ᠨᠠᠳᠠ ᠶ᠋ᠢ ᠠᠭᠤᠷᠯᠠᠭᠤᠯᠵᠤ ᠠᠯᠠᠬᠤ ᠰᠢᠬᠠᠵᠠᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠨᠡ ᠶᠠᠰᠤ ᠴᠢᠨᠠᠷ ᠨᠢ ᠬᠡᠲᠦᠷᠬᠡᠢ ᠮᠠᠭᠤ ᠪᠣᠯᠵᠠᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠲᠠ ᠮᠢᠨᠦ ᠭᠠᠷ ᠤᠲᠠᠰᠤ ᠶ᠋ᠢ ᠰᠦᠷᠡᠬᠡᠢ ᠬᠠᠭᠠᠯᠪᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠴᠢ ᠥᠨᠥᠳᠥᠷ ᠮᠢᠨᠦ ᠭᠠᠷ ᠤᠲᠠᠰᠤ ᠶ᠋ᠢ ᠲᠥᠯᠥᠬᠦ ᠬᠡᠷᠡᠭᠲᠡᠢ ᠂ ᠲᠡᠭᠡᠬᠦ ᠦᠭᠡᠢ ᠪᠣᠯ ᠴᠢ ᠶᠠᠪᠤᠵᠤ ᠳᠡᠢᠯᠬᠦ ᠦᠭᠡᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠣᠷᠴᠢᠨ ᠲᠣᠭᠣᠷᠢᠨ ᠤ᠋ ᠡᠷᠡᠭᠦᠯ ᠬᠠᠮᠠᠭᠠᠯᠠᠯ ᠤ᠋ᠨ ᠠᠵᠢᠯᠲᠠᠨ ᠢ᠋ ᠳᠣᠷᠣᠮᠵᠢᠯᠠᠬᠤ ᠨᠢ ᠳᠠᠩᠴᠤ ᠬᠡᠲᠦᠷᠡᠭᠰᠡᠨ ᠲᠠ ᠨᠠᠷ ᠲᠤ᠌ ᠠᠪᠤ ᠡᠵᠢ ᠦᠭᠡᠢ ᠦᠦ ᠠᠭᠤᠷ ᠬᠢᠯᠢᠩ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠷᠬᠡ ᠰᠦᠷ ᠲᠡᠢ ᠬᠥᠮᠦᠨ ᠶᠣᠰᠣ ᠨᠣᠮ ᠦᠭᠡᠢ ᠪᠠᠢᠵᠤ ᠪᠣᠯᠤᠨ᠎ᠠ ᠤᠤ ᠬᠢᠯᠢᠩ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠲᠡᠷᠡ ᠮᠢᠨᠦ ᠬᠠᠮᠤᠭ ᠳᠤᠷᠠᠲᠠᠢ ᠶᠠᠭᠤᠮ᠎ᠠ ᠶ᠋ᠢ ᠴᠣᠬᠢᠵᠤ ᠤᠨᠠᠭᠠᠭᠰᠠᠨ ᠠ᠋ᠴᠠ ᠮᠠᠰᠢ ᠠᠭᠤᠷᠯᠠᠵᠤ ᠲᠡᠭᠦᠨ ᠢ᠋ ᠬᠠᠮᠢᠶᠠᠷᠬᠤ ᠳᠤᠷ᠎ᠠ ᠦᠭᠡᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠲᠡᠷᠡ ᠠᠭᠤᠷᠯᠠᠭᠠᠳ ᠴᠢᠷᠠᠢ ᠨᠢ ᠤᠯᠠᠢᠪᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠬᠣᠭᠣᠯᠠᠨ ᠭᠡᠷ ᠦ᠋ᠨ ᠡᠨᠡ ᠵᠣᠴᠢᠨ ᠪᠠᠰᠠ ᠫᠢᠯᠠ ᠶ᠋ᠢ ᠪᠠᠯᠪᠠᠴᠢᠭᠰᠠᠨ ᠠ᠋ᠴᠠ ᠪᠣᠯᠵᠤ ᠬᠡᠯᠡᠬᠦ ᠦᠭᠡ ᠦᠭᠡᠢ ᠪᠣᠯᠵᠠᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠷᠡᠭᠲᠡᠢ ᠭᠣᠣᠯ ᠲᠣᠭᠯᠠᠭᠴᠢ ᠶᠠᠭᠠᠬᠢᠭᠠᠳ ᠰᠠᠨᠠᠭᠠᠴᠢᠯᠠᠭ᠎ᠠ ᠦᠭᠡᠢ ᠪᠢᠳᠡᠨ ᠢ᠋ ᠦᠵᠡᠵᠦ ᠪᠠᠴᠢᠮᠳᠠᠭᠰᠠᠨ ᠮᠥᠷᠲᠡᠭᠡᠨ ᠠᠭᠤᠷᠯᠠᠪᠠ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠨᠡ ᠬᠡᠦᠬᠡᠳ ᠴᠣᠬᠢᠭᠳᠠᠭᠠᠳ ᠰᠠᠭᠤᠬᠤ ᠳᠤᠷ᠎ᠠ ᠦᠭᠡᠢ ᠪᠠᠢᠨ᠎ᠠ ᠭᠡᠵᠦ ᠰᠢᠭᠤᠳ ᠬᠡᠯᠡᠪᠡ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠨᠡ ᠨᠠᠰᠤᠲᠠᠨ ᠤ᠋ ᠦᠷ᠎ᠡ ᠬᠡᠦᠬᠡᠳ ᠨᠢ ᠪᠦᠷ ᠲᠡᠭᠦᠨ ᠢ᠋ ᠠᠰᠠᠷᠠᠨ ᠲᠡᠵᠢᠭᠡᠬᠦ ᠦᠭᠡᠢ ᠂ ᠲᠡᠷᠡ ᠣᠢᠷ᠎ᠠ ᠬᠠᠪᠢ ᠶ᠋ᠢᠨ ᠬᠥᠮᠦᠨ ᠦ᠌ ᠠᠭᠤᠷ ᠠᠮᠢᠰᠬᠤᠯ ᠢ᠋ ᠦᠵᠡᠭᠡᠳ ᠪᠣᠯᠬᠤ ᠦᠭᠡᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠲᠡᠭᠦᠨ ᠦ᠌ ᠠᠷᠢᠶᠠᠲᠠᠨ ᠤ᠋ ᠦᠢᠯᠡ ᠠᠵᠢᠯᠯᠠᠭ᠎ᠠ ᠨᠢ ᠵᠠᠪᠠᠯ ᠢᠯᠡᠴᠢᠯᠡᠬᠦ ᠬᠡᠷᠡᠭᠲᠡᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠲᠡᠷᠡ ᠪᠦᠲᠦᠯ ᠦᠭᠡᠢ ᠬᠡᠦᠬᠡᠳ ᠲᠦ᠍ ᠠᠭᠤᠷᠯᠠᠭᠠᠳ ᠮᠡᠨᠡᠷᠡᠪᠡ
